sentiment,text,length
1,"This was one of the worst books I have ever read. The plot was quite interesting, but the way it was wrtitten was horrible. It dragged on and on about unimportant topics and was extremely boring. The action started around the two hundreth page. I would definitly not recomend this book.",286
1,When will you inner city thugs realize that talking into a microphone over a drum machine is not music. Peace in the middle east boyeee. Homie G in the place to be.,164
1,"This story has been told so many times and this did not add anything new that hasn't been told many times before. I know this was his life, but many people have had this life.",175
1,"What a disappointment...Seeing such positive reviews from other buyers made me actually think that this album might actually be halfway decent. I sure was wrong. What a waste of time, money, and plastic. The artist is attempting to use Fleetwood Mac's name in order to gain fame. It looks as if that's his only chance, though, since there is obviously NO talent here whatsoever.My advice: avoid at all costs!",408
1,"With all the glowing reviews, I bought this thing to help me with my PhD work. Turns out the thing is just junk. Barely reads anything from your average book and stops half-way through most sentences. Really bad. And I'm pretty technically savvy so I don't think it's me.",271
1,Not into their later stuff as it sounds so polished and ballads bound...give me the 70s rock...wife grew up on this and likes it.,129
1,It Came shipped very poorly and it had broken pieces. My kids have managed to make the best of it but it's not durable. It came with a broken leg and the rack was in several pieces and a piece was missing. Should have returned it. Not recommended to anyone. EVER,262
1,"Amanda Quick can write such wonderful books, but sheesh! I am DONE reading about ancient civilizations and spunky Regency misses. I liked about ten of her books, loved three but lately it's the same old thing with different names. If this is your first Quick book, hurrah! you'll like it, just be warned that the last three or four are exactly the same story.",359
1,"Always leaves a water trail when it goes trough.On driver side, it drags water/ice back from the corner of the windshield back to the center, so it's never clean.And last, but not least... bosh mail in rebate claims they have never received my mail.. Funny how only mail in rebate letters gets lost in USPS...This blade and bosh mail in rebates service are jokes.",363
1,I tried this antenna and it did not work at all. The antenna expects an input from cable/dish for amplication. I don't think the amplification works for off the air signals. I am going with TERK. I have it on my other television and it works very well.,252
1,Mostly motivation talks suggesting that there are many idiots out there who will sell their houses to someone who has no credential but could talk smart.,153
1,"The book has a very clever idea, but that is the end of it's value to me. The characters are flat and boring and the text is lacking in subtlty. The author burdens us with self-rightous lectures making us feel like naughty eight year olds",238
1,"Man does this router really suck, tried to set this up for a friend and the first one was defective, ok maybe i just got unlucky, so he returns it.Then we get everything running on the 2nd one, no problem, after installing the software for 30mins.Then all of a sudden it just stops working so we go into the settings and the base station isnt even showing up.Long story short go with a linksys, had it up and running in 2 minutes, the guy i was installing it for was like thats it? dont we have to go through some long installation process?",540
1,Stumbled across this while looking for books on how to attract huge ships. This book is awful and vaguely racist.,113
1,"I am a huge fan of New Orleans and Southern Literature, so when I saw this title, I was really excited. Sadly, Lois reminds me of Steinbeck, in that she has a great story to tell, and does a horrible job of telling it. Too bad, it could have been a wonderful read.",264
1,"This movie is one that I will never forget. It was originally made in New Zealand under the name of ""Brain Dead."" It is full of bad acting, cheezy gore, and dead zombie babies. Rent it first to see if it is your ""type,"" then buy it here.",237
1,"The notes are so out of tune on this xylophone that we had to get rid of it because it drove my husband and me crazy! If you just want your baby to bang out random noise, go for it. Yes, it's sturdy, and well built, but if you'd like to attempt a song in tune, buy something else.",280
1,"I just bought this item & have made 6 loaves now. All have failed as the top & sometimes the sides, have fallen in.I followed recipes from the manual plus 2 from online. I've adjusted the yeast, flour & liquid ratios (as the manual says fallen tops is from too much yeast and/or liquid). I've even purchased a different brand of yeast, all with the same result.Can someone please tell me what I'm doing wrong? I don't think it's the unit as it seems to be performing correctly, but I just can't get a successful loaf out of it.",527
1,"I think this ""thinvelope"" is Cheap looking and tacky! Also, I have the 13"" MBA and ordered the corresponding sleeve. Well what I got is obviously made for at least a 15 or 17"" laptop cause it swallows up my MBA. SO FAR this Amazon Merchant hasn't replied to my RTV request, so after I finish posing this, I'm filing a claim against the seller so amazon can refund me the money. OVERALL, LOUSY PRODUCT AND A LOUSY SELLER TO BOOT!",428
1,"I've used this brand since 2009. They are not particularly long-lasting, but the utility makes up for it. Unfortunately, the quality has degraded. The last batch (three pair) I bought have a big problem: the zippers are terrible. It's very difficult to close them. What a shame.",278
1,"Why do we need the new sex? Isn't the old sex good enough? The step-by-step roadmap is missing a few steps if you know what I mean. And some of the steps are too complicated, if you know what I mean.",199
1,I was anticipating more Christmas-themed Hawaiian music. It's pleasant enough but not exactly what I was hoping for. I would have enjoyed more carols with a Hawaiian twist.,172
1,"This toy was so disappointing, it doesn't do much, but even worse is after only a few months the pen will not work. Fisher price was nice enough to send a replacement, but now on the new one the pen is fading. It's a tricky concept for the kids to get used to holding down the button of the pen while they use it. My kids played with it a few times and lost interest, spend the money on a magna doodle which they will play with and will work long after you buy it. I wish I had read the reviews before asking for it as a gift.",526
1,"I have this enclosure and other brand. the other one works fine every time. The Adaptec doesn't recognize by the computer. I checked everything, and it is still not recognized.",176
1,"i wish you could give out less them 1 star..the people who made this movie and super troopers should be shot on the spot..and whats with the ""broken lizards"" give me a break, stop trying copy nation lampoon. worst movie ever",224
1,"Just OK for thin and light things like few t-shirts, bras, etc.It will easily break if you put more on it.I don't like it.My wife and I put our shower towels on it.2 of its branches broke in 2 months.It's waste of time and money.Just OK for few, light, and thin garments.",271
1,"I ordered this from Amazon and received a set with about half the pieces having noticeable pits or marks. Some of the pieces had a rusty groove running most of the length. The design itself was ok, but the table spoons (or dinner spoons I suppose according to the box) were extremely large and heavy. The spoon might not fit in a small person's mouth. It's almost as large as the included serving spoon. The large forks and knives were very heavy too because the handles are very thick and round. Tone your muscles while eating your soup!",538
1,"The best track on this album is the instrumental track ""scarred"" (I think that's it)...the rest of it is just another EBM/Synth pop trio doing everything in thier power to sound exactly like VNV Nation. Pride and fall are one of the biggest rip off bands ever sighned to the Metropolis label. This album is well produced, catchy, copy cat music that will offend fans of VNV Nation more than please them.",403
1,The velcro doesn't hold well. Better choice is the ACE WRIST BRACE NEOPRENE 7220. It is easy to put on and comfortable for sports (e.g. tennis) or work. Love this ACE brace and have told several friends who now use it.,218
1,"This pathetic excuse for a TV show took one of the greatest fantasy series ever created and completely ignored the story for the sake of a TV show.Do yourself a favor and dont watch it, read the books instead.I stuck through the first season because it was mildly entertaining, but when the second season came along and the writers decided to make the Stone of Tears a magical stone rather than the fortress and capital of the country of Tear I could no longer bear it.",469
1,"Unfortunately, the first section I read of this book was the section on weaning. It left a pretty bad taste in my mouth, making it rather hard to enjoy the rest of the book. And for the non-believers, The American Academy of Pediatrics has this to say about nursing beyond one year of age:""Increased duration of breastfeeding confers significant health and developmental benefits for the child and the mother, especially in delaying return of fertility (thereby promoting optimal intervals between births).""",507
1,This collection was originally advertised as being four Paramount movies plus a documentary!! So I ordered and just receuved it and it has NO MOVIES!This is a complete deception!,178
1,This was not a very good fireplace video.I was very unhappy with it.It is just a picture of a fireplace from a distance.I was expecting the fullscreen version which makes you TV the fireplace.I think they should have put that on the box so you know.,249
1,too contrived. Not any origionality. no surprises and not worth the time to see it. He is a good comidian but this is just too goofy.,133
1,"The book was interesting I appreciated the ideas and concepts, but I have read better books. I thought it was more teenager than I liked.",137
1,"If you attack this book, you are not attacking Christianity. If you want to learn something about Christianity, stay away from this book - read the Bible instead. Eadie consistently denies the foundational ideas about Jesus and salvation found in the Bible and therefore cannot be seen as a representative of Christianity any more than a Buddhist monk would be.Believe what you want about Jesus, but understand that Embraced By The Light is not talking about the same Jesus described in the Bible.",497
1,Not quite as good as I thought it would be. Hopefully more people can get better use out of it than I could.,108
1,The VCR on mine broke after I used it once (it now chews up tapes). I was past the meager warranty period and it would cost almost more than I paid for the thing to have it repaired. So I'm not a fan.,200
1,"I bought this DVD because of all the great reviews I saw. After watching it, I don't get what people liked about it. If you've ever taken a Pilates class, this DVD is about 100 times easier. When I saw the title I thought it meant it would help you with your flexibility. After watching it, I think they meant that if your inflexible, buy this DVD because you won't have to move much. Through most of the video, she's barely moving! It may be good if your very old or injured, otherwise, I would recommend either a Pilates class or a different DVD.",548
1,"After using this product for about a month, the plastic tab that connects the lid to the container is cracking due to the weight of the lanyard. Soon it is crack all the way through and render the lanyard useless.",213
1,"The package came really quick but I never could get the button to work correctly. It would work for a bit and then die again. I don't think it was the sellers fault, I'm thinking faulty manufacturing, but I wasn't very happy with my purchase.",242
1,This diet plan didn't work for me at all. I was better off just following my instincts.,87
1,"My son asked for this toy when he was 3 and he got it for christmas. Not even a uear later it was in the trash. It was fun for a little while, but very flimsy. I wish I never bought it.",185
1,"This book is a good book,but I bought the wrong book for my class.In my opinion ,This book has a lot of useful practice in order to help you learn more about statistic.",168
1,pretty much what alot of others have mentioned-this book is about rich spoiled kids who aren't getting their way. What about the other 99% of us who had to earn things growing up???,181
1,"What were they thinking? One of the main points of Kindle is to make books accessible by sound rather than sight, right? Then why is it that the controls needed to accomplish this task require use of vision? An electronic reading device that requires vision is like a wheelchair lift that has controls six feet off the ground.",326
1,Just got this and thought hey I'd at least give it a shot - the idea of it replacing 4 totes was the big selling point. But I tried it out and it won't even hold the stuff I had in 3 totes- more like 2!!very disapointed that this didnt help consolidate my stuff better and I had the same experience as some of the others when trying to get the space bag to fit inside the canvas cover. the space bag just doesnt fit.,416
1,the red colour its too glittery for women but little girls can wear with a dress.In pictures it does not look the way it does in reality.only buy if u have a little girl.black one looked pretty on me.liked that for woman.,221
1,"Okay, imagine yourself as a child in a war torn West African nation. You're forcefully drafted into a guerilla army where you are forced to kill, witness horrible violence, suffer sexual abuse from your captain, and generally have to march and suffer without any real understanding of the army's purpose or goals. Are you picturing what that would feel like for a child? Well, then you now have as much insight into the subject as Iweala demonstrates. This felt like a book that absolutely anybody could have written. I would recommend skipping it.",548
1,"I bought one of these after buying one of the cheaper ones. It worked great on my auto accident injured neck. If you have ever been on a $ 10,000 cervical traction machine at doctors the relaxing sensation is similar. Unfortunately, it blew out at about six weeks.",264
1,Amazon resells reviews and you don't get a dime from it!,56
1,Horrible. The 5-star ratings are from people who obviously have an interest in making this book look good. LOOK ELSEWHERE FOR A GOOD CORBA BOOK.,144
1,How could such a great movie have such a terrible soundtrack.,61
1,"I agree with most of the other reviewers. I wanted to have a REAL sequel to Leo's first book. This doesn't satisfy. I even Googled him to see if I could find something, anything, to satisfy my curiosity. Nothing! Geez! If he wasn't going to follow up on his life as a human being out there, why bother at all? We already know, from his terrific first book, all about what it's like to struggle with the land and weather the way he does, and how hard it is. Give us something more, please!",488
1,"This is more a story of embellished government incompetence and mud slinging toward brave men and women who fly into space. While the book is interesting enough to finish, it leaves you with a sense that Burroughs had to stick to the rumors and gossip to make this book fly. It was dissapointing in how few facts or science were cited.",335
1,"When I bought the same product at the store, the perfume was much better. Not sure if it is authentic",101
1,this does not fit all medela pump in style advanced pumps like it says!!!!got the tubes which don't fit my pump and now I am stuck with tubes I can'tuse.,153
1,"I would not buy this video, unless you like compliations. That is, it is not a video with one instructor, it is little bits and pieces of all the other firm videos. I think it was choppy, and jumped around too much. Also,after you complete your sets of reps of one exercise you wind up doing it 3 more times only difference is it is with a different instructor. .... they only gaurentee results in 10 workouts or your money back if you purchased it directly from them. So good luck to all who buy, I didn't receive any results and I was unable to get my money back.",565
1,I never received my subscritption to Popular Science. So I guess my review is either bad or inconclusive.,105
1,"Pritkin split pea soup is inconsistent. Some cans are thin with a hand full of peas, while others are too thick and needs added water just to heat, which doesn't help with the already flat taste.",195
1,"Sorry Dorothy, but I was disappointed by the end to a brilliant series. The first 3 volumes of this Niccolo series were in my opinion blisteringly good. However after this the storyline became increasingly weak and muddled. Gemini was the worst of all. Lots of boring detail about the Scottish monarchy and very little about Nicholas and his relationships with his family and company. The ends of David Salmeton,and Simon and Henry were unbelievably underplayed leaving a huge sense of anticlimax.",497
1,"I 've always found the TV series wonderful, smart and entertaining.Well, this book isn't. It does give you a glimpse to the same kind of society, and then there's endless babbling about everything one can imagine, accompanied by some sexual innuedo and a depressing atmosphere of vanity and temporarity.Really, the characters from the series either are not present, or they 're totally different, and there is nothing compelling to read about in it, anyway.So, just don't bother.",479
1,The floor cleaner worked well for awhile and its not particularly easy to use. The vacum doesn't work very well after some repeated use and nor does the water dispenser. I was very happy at first but became less and less as time passed. Even when it was new and out of the box it was very time consumingThis is not a very good product. I like Hoovers products but not this one.,377
1,Whoever supplies for Amazon should be fired. These nails are obviously factory seconds. The nails were thrown in a generic box like a rat's nest (not the manufacturer's box) with most of the stick nails damaged. The nails could not be used in a nail gun as per the manufacturer....the nails were not complete sticks...just bits and pieces. (Think of trying to load a stapler with individual staples and you will get a sense of how these nails arrived.),452
1,"The fellow who indicated that they only work for a few months is absolutely correct. The wire they use for these headphones doesn't stand up to much wear. I've fixed a few pair, but it is a pain. Same problem every time. At any point where the cable is bent (1)where there is strain relief to mitigate this problem at the plug in side and (2) just inside the headpiece where the wire bends to get to the speaker, the wires will break within a few months. I also would pay $30 for them if they just lasted a year or more.",520
1,"The author misses the point. The point is not whether SDI was technically feasible. The point is that the Soviets BELIEVED it was feasible. And it scared the daylights out of them. As long as the arms race was waged on a purely quantitative basis, the Soviets could hang in the game. Once the equation became both Quality AND quantity, the game was soon over. Gorbachev (among others) knew this; hence, his zeal to persuade Reagan to drop SDI at the Iceland summit.",465
1,this was the worst service i have ever had from this sight i always order all sorts of things and never have i had a problem untill i tryed to order a movie for my 6 month old daughter she loves the lion king and i wanted to get her the only one she was missing which of course was lion king one and a half but inside the movie was lion king two. everything on the cover and disk looked liek it was supposed to be for that movie but when i played it it was the worng movie i am very upset about this,499
1,Be aware that this card only works with some SD cards. It does NOT work with the more widely used SDHC cards.,109
1,"I washed this comforter once and the poly fill broke up inside the comforter and was no longer usable. This was bought for my 2 year old for her big girl bed, and she was heartbroken when I had to get a new one.",211
1,This book is absolutely horrible. The photos are mislabeled (Olga and Maria as Alexandra?!) and there's nothing new and interesting. I don't think it deserves even one star.,173
1,"""ISSUES"" MAKES KORN SEEM TERRIBLE. ITS JUST A POOR SEQUEL TO ""FOLLOW THE LEADER"". I DIDN'T EVEN LIKE FOLLOW THE LEADER BUT ITS BETTER THAN THIS. KORN IS DYIING, FACE IT, THEY AREN'T GOOD ANYMORE. DONT GO WITH THIS CD, ITS BORING, THE SAME THING OVER AND OVER AGAIN. I LOVED KORN WITH A PASSION....TODAY IM GIVING UP ON THEM",323
1,"I don't like this stuff at all!!! Not for me, its too woodsy for me, almost a mans type of cologne. Yuk!",104
1,I would not pay money to watch this movie it is boring and waste of time . There is alot more you can do with your money so please keep it buy a cheeseburger anything but this movie. Watch gummbie it is more fun than this.,222
1,"That's what I hear. Fall-Out Boy is stupid and incredibly overhyped. The lead singer sounds like a drowning cat.I say, skip this and buy a CD by an artist with talent (and no, I don't mean Ashlee Simpson).",205
1,Nothing I expected. I have seen him before and this was not his best work...also a little short. I prefer Dane Cook.,116
1,Something is wrong with this DVD. It doesn't have fastplay so I have to pick the episode I want each time and once the episode is over it will go back to playing the same episode over and over again. I buy lots of DVD's through amazon and I never had that problem before. It's annoying not to be able to play it all. Every 30 minutes I have to come and choose the next episode. Other then that the stories are cute- what else would you expect from a Mickey Clubhouse movie?,473
1,"They are not the best stories; in fact, some of them are quite boring. And not all of them are alternate history stories. What's alternate-historic or uchronic about ""The death of Captain Future""?. Besides, at least four of them have been published in other anthologies: Victorious Hitler, Dangerous Visions and Mirroshades; ""Bring the jubilee"", was published all by itself.All in all, a jumble of good, not so good, original and already-published, alternate or not, stories.",475
1,"Not to bore either publisher and prospective customers with a lengthy anecdote, I am going to simply say it: this encyclopedia sucks on the Kindle. I purchased the book as a means to explore the many facets of the occult, but the inability to jump between letters (A, B, C, D, E...) or even click on links to connecting topics mars the usefulness of the book. I implore the publisher or Amazon to reconstruct the e-book so that it is both useful and portable.",459
1,"Very well made, and with a cable connector it might work, but with the adapter it was worse than just a plain wire antenna....",126
1,"I was recently browseing the Lunasa site and found they had a new albulm. Joy! Lunasa is one of the driving forces in modern Celtic music IMHO, so I was all ready to rush out and get copy from Amazon. However, the band also mentions (on their site, http://www.lunasa.ie) that they have split from Green Linnet, and that the version of albulm from them is not as they wanted. They offer an ""artist approved"" version for sale from their web site. I suggest you get that instead, at least till Amazon stocks it.",508
1,"The Town & Country magazine contains an article or two that provide good reading.Otherwise; the magazine contains more advertisements than anything. One reason I will probably not renew once the subscription expires, unless this were to change.",244
1,I wish I could give this less than one star. It stinks. I spend more time cleaning out the clogs and various filters than I actually do cleaning the carpet.,156
1,"The unit won't stay connected in the socket. I tried it in several 12V sockets and it will only maintain a connection when it is held in firmly, at a specific angle. I'm glad I didn't pay much for it.",200
1,"The product assembly instructions do NOT match shipping contents. Researched Dewalt 7350 reviews at Dewalt site, apparrently this is an ongoing problem. I contacted Dewalt Customer service and will now drive 4 hours round trip to see if they can correct problem. Do not buy this product. I guess this explains the big discounts offered from Amazon.",348
1,"I purchased this book based on the promise of itstitle, a promise not kept. The book is almostwholly about white-water kayaking, ignoring mymain interest, lakes, ocean, lagoons, and simplerivers without complicated white-water rapids.The book title includes the word ""complete""and the book is far from that. It also limitsitself mostly to one-man kayaks, little helpfulabout how to select a kayak to buy.-Jon Claerbout",418
1,I purchased these with the double lane slip & slide for my grandson's birthday. The kids had a blast with them but they aren't very durable. One only lasted for a day and the other 3 for about 3 days worth of use. I guess quality isn't an option anymore.,254
1,it is not so accurate. I have tried to adjust many times and can't get it right. no pleased with this product.,110
1,Instructions are marginal; fortunately I am technical enough to read. Big problem for me is that it will not dial over my VOIP line but that was never stated in product specs (that I could find). I don't know whether it is design relatd or defective dialer. I use Vonage system. Do not recommend purchase.,305
1,This book spends the bulk of its content addressing basic and well documented java and web application concepts rather than the SAP JCo. The book also spent way too much time on the treatment of open source internet technologies.There is more sample code and documentation provided for plain old Java programming than for SAP specific Java issues and concepts. The samples that are there are also overly simplistic.,415
1,"I love Jane Austen and I really wanted to like this movie. I've seen the version with Colin Firth, the Bollywood version (Bride and Prejudice), the Mormon version, and the Keira Knightly version. I just couldn't finish the movie. It was so dull. The acting was very wooden and seemed lifeless. I hate to give it a bad review, but I liked it the least of all the versions that I have seen.",388
1,Got the dvd for my girlfriend's birthday and it worked fine until 30 minutes into it and it started skipping from there all the way to the end of movie. It was very frustrating considering the product info stated that it was in great shape. Not buying from this sender again.,275
1,I thoroughly enjoyed the gift - well done Miss Brewer.The rest - at least those I could be bothered to finish reading- were miserable and flat just dressed up for a christmas anthology.Like tinsel on a plastic christmas tree.,225
1,"The product details and pictures makes this package look great but I didn't receive any Kimono's or the Trojan's that it showed. Most of what i got was like 9 yellow and 9 red Trustex. What the HECK! None of the ""fun"" little stuff like the suckers or the glow in the darks are there either.",290
1,"Steam leaks from the float valve which can't seal. It automatically turns to ""keep warm"" before go to the pressure cooking. I would return this product and go back to slow cooker.",179
1,"this movie sucked so bad. i saw the commercials and thought that it would be interesting and good, and it was, until the aliens showed up in the last half of the movie. i dont regret watching it though, cause now my family and i can talk about the ""the whispering people""",271
1,"This book is a fine example of beautifully written, highly descriptive prose. Unfortunately, it serves only to demonstrate the overall importance of story over style. One keeps waiting for the story line to pick up, and occasionally some vague hint promises that it might. It never does, then one begins to hope that the ending might justify all the labor invested in the bland reading. The end resolves nothing; it is neither unique nor even interesting, leaving the reader wondering how he or she got duped into staying with such a long, lifeless narrative.",559
1,"This movie is difficult to watch. The acting is bad and the movie plot is silly and over the top, the comedy is lame I didn't laugh once. One of the worst movies ever...",169
1,I have had this for 8 months with episodes of odd tasting water-worse then tap water. My tap water is okay on its own. Now looking to replace it with anything that tastes normal/good-even if it last only a year or less. I don't want 5 years of odd tasting water. I bought my filter from Lowes but it is the same manufacturer.,325
1,"I am very dissapointed with this album, every song sounds very similar and she doesn't even try to make things better with her dull voice. ON every song she sings with the same , dry,passionless attitude.",204
1,"Hmmm.....let's see....MTV worthy riffs, not exactly thought provoking lyrics, and an ultra whiny voice could only mean one thing....Limp Bizkit's back!! And boy am I not happy! Buy this cd only if you wanna make Fred Durst and his flunkies even richer.",252
1,This album is so awful it is enough to make weezer fans give up for good. This album is so horrendous that vomiting or defecating would be the only way to express the feeling of disgust and pain when exposing one's ears to this sorry excuse for music. Please do not buy this album for god will strike you down if you do.,320
1,"""When the Legends Die"" is one of those books that seem to just drag on forever. There are so many minute details about everything, that by the time the author gets to his point (which he rarely does) the reader could care less about what the author has to say. Educators are basically exercising a form of tokenism with this book; students must read one book about whites, one about blacks, one by Native Americans, etc... However, I assure any teacher that a good percentage of your students will never get past the first section of this book.",544
1,"I couldn't get it to work, it would only display turn off this game. I called and e-mailed Pelican, but got no response. The guys at the store couldn't help and said some accessories actually ruin the games. Can someone e-mail me, because I would really like to use this. Maybe it was defective.",295
1,"I couldn't wait to get A Bridge Too Far on DVD, but the quality of the DVD is so low that I couldn't stand to watch more than the first 20 minutes. The sound is extremely poor and video is so much digital noise that it's unwatchable. I would recommend A Bridge Too Far to anyone, but on VHS, not this DVD. I'm going to give the disc away and return to the tape version",368
1,"This book had the makings of an excellent story: great subject, intriguing plot-line, and exotic locations. Unfortunately, Sussman is not able to put them together successfully and the result is a hack-job of a book. The ending is utterly ridiculous and resembles that which you see from a first year cinema screenplay writer.Save your money and your time. Buy something else. Almost anything will do.",401
1,I double check the references on here and it does not fit a 2002 Chevy Tahoe as it claims to. the socket is similar but the plugs are not. Package has been returned.,165
1,All it is would be mindless idiots screaming out mindless noise.When will these guys get killed off?,100
1,This game isn't working for me. I don't know why If anybody can help please e-mail me at ToughGuy@aol.com. Watch out the first time I'm tried to play this game it crashed my computer.,183
1,he had one hit in 2003 and nothing else. Remember the macarena? livin la vida loca? feeling hot hot hot? la bamba? sean paul's 15 minutes are DONE! Central American and Island songs become a hit in north america and disappear fast,230
1,"I don't like anything about these diapers. My baby always had a rash due to the urine touching the skin. They don't wick the moisture away from the babies skin. The diaper is so bulking, my baby couldn't wear pants. Touching the inside of the soiled diaper could not be avoided. The bowel movements don't stay in the diaper. I had to throw them away.",350
1,"I was really excited to get my first coral-colored lipstick. But when I tried it on, it was very dry and cakey. It made little clumps. It looked nice after I used clear gloss over the lipstick.",193
1,"i never write reviews but i saw this movie the other day and it's that bad that i had to come on here and write this.They tried to make a lot of scenes funny but it wasn't it was just annoying because of how hard they were trying to make it that way, alot of the jokes made no sense to..plz rent it if anything. hope this helps",327
1,"As a long time fan of Cranium, this is a major disappointment. As the other reviewers have written, it is boring, frustrating, and doesn't work all the time. It was a complete waste of money. Skip this game altogether.",218
1,"straight out garbage, i put this type of music right next to that wack Gucci mane and Little ricky. straight out commercial, fake, candy coated garbage...",154
1,"I picked up this book based on numerous good reviews on the internet, plus, john irving is a renowned writer. However, I couldn't bring myself to continue reading past page 20. The characters are a bit too weird for me. I believe this is my first & last john irving's book.",273
1,"I used quality organic popcorn and followed the direction, but the kernels were small, hard and inedible. I'm not sure why anyone would want to own this product. Personally I prefer light, puffy, crunchy popcorn. The Whirley Pop is $15 and produces much better popcorn. This popper is going right back to Amazon!",312
1,"This appears to be a collection of writings, and as such it doesn't have a good flow. It's not what I thought I was buying. Further it appears to be a print-on-demand book and the printing and paper quality is low. I'm a big fan of Gandhi's but this book doesn't do justice to his accomplishments.",297
1,"I ordered what I thought was a Norwegian band's album, and the album received, as pictured, is a different band, from America.",126
1,This is the worst game I have ever played Its so hard I cant even do any thing beacase I try and the enemy shouts me imedeitly. DO NOT BUY!,139
1,"The video is ""grainy"" and the production value is low. There is some good information but you cannot see the process as well as I had hoped. This is a good product to give you an idea of what you will need to do but do not bank on this one to have youself ready to go.",268
1,"I can't believe this film is a horrorfest. I know, I know, I know. Nothing fantastical about horrorfest films, but this one just plain stinks. Stupid, stupid, stupid plot, stupid actors, stupid dialogues; worse than the lowest of the low budget campy horrors. My gawd, it's just awful.",285
1,"This book was one of the required readings for a class I took years ago on Humans, Computer and Cognition. Unfortunately, I did not think highly of Donald Norman's opinions because I felt many of them were simply over generalizations. Perhaps this is because I have a background in psychology that includes learning and motivation. I found myself disagreeing with many of Norman's statements and routinely asking, ""What evidence is he basing that on?""",451
1,"The linear notes in the CD state ""Jupiter's Darling is the story of a temptress who lures men of power away from making war. The planet Jupiter herself is also a protector. With superior gravity, she pulls many catastrophic space rocks away from the earth. So, we are Jupiter's Darling."" I think Ann and Nancy have taken one too many trips to Jupiter while smoking something!",375
1,"ACHTUNG ACHTUNG!!!!this is not a game, it is a abomination, they actully communicate with spirits which is wrong, you should not talk to spirits. I can't belive these people [parker bros] sell this sh err stuff to kids. IT IS WRONG. Nothing good can come from this game.",270
1,"I don't like the way they break apart if a larger dogs bites on them. They do not smell like beef, chicken, peanut butter, or cheese so they do not get my pups interested in chewing them. What is the use of a chew toy if it is not appealing.",241
1,"I can't believe this rates higher than 2 Stars. Don't be fooled, this only good for down hill. While it is well built, you can't propel this trike as advertized. Save your money, don't buy this!",194
1,"its like basically it doesnt work for me. i cant adjust it right, then the people i talk to always complain about hearing backround noise. i really needed to find my bluetooth one night and i tried the calling someone else and using the volume key and that didnt work so i had to find my bluetooth and it was hard tryin to do that.",331
1,"product highly NOT recommended. all i could taste was the sulfur dioxide. my daughter took a case to school for a party pass out, they all ended up in the trash can. it was quite the let down for her. i'm sure if they left out the sulfur dioxide and replaced it with lemon juice or a citric acid this product would become a top seller.",335
1,"This book is one of the worst books I've ever read. I'm not a nutball who's just writing this to take up space. Trust me! The book is bad! It's boring and has a confusing plot! There are many different sub-plots witch never get solved! The basic storyline is a homeless boy who meets a man named Poe. Yes, that Poe. Poe is a drunken idiot who still manages to help the boy through life. Bo - ring! This book is a waste of time and also a waste of money. Do not order or buy this book. You will definatly be sorry.",513
1,"I used this Luxeon bulb in a 4 cell Maglite. The light was clear white and bright. However, after first time using it for about 30 minutes, it literally burned and clouded the bulb chamber. Not sure about this bulb's reliability.",229
1,"Iam of the opinion that this Album is not very very good, too many pop! sorry for the die hard ZEP lovers,...but so it is life. Th eearliest albums were a little bit better",172
1,"Color of poster is rich and bright, but if you were expecting an 11x17 poster than you should pass on this version. The size of the art is only 10 inches by 10.5 inches, the rest just the white paper it was printed on. No way you can find a frame for those dimensions.would have been helpful if the actual size was posted, rather than the word ""approximately"".",360
1,"Purchaed this to replace a Radio Shack Indoor VHF/UHF/HDTV with RF remote Control Antenna.Set up of this antenna was very easy. Unfortunately, didn't get even as many stations with this antenna as with the Radio Shack Antenna. As a note - I did look up the TV stations to point the antenna into the correct direction. It did not make any difference. it could only get 3 channels and none of them well versus the Radio Shack antenna which picks up 10 (but only 3 well).Returned the product for a refund.",502
1,"I played it once and shelved it. I may take it out again this year for maybe one or two songs on it. But I can't tell the difference between this CD or her ""secular"" stuff. This is definitely not in my qualifications for a Christmas album. Her first one was loads better.",271
1,"Manic Panic is the worst dye I've ever come across, but the bleach is the worst there's no way to not hit your scalp if you want good results, however you will receive a free skin peel on your scalp. Please do not use it is unsafe, try punky color or hot topic.",261
1,"The PS2 controller is almost exactly the same as the PS1's. The only difference I noticed is that the PS2's is black instead of gray and it has the word ""DualShock 2"" on the top. This controller is very uncomfortable and makes your hands sore within about an hour of playing. I would recommend a 3rd party controller but those always break prematurally.",353
1,"This is not the ugliest, most pretentious version of the work that I have seen on DVD, but it ranks right up there.",115
1,"This season is really bad, very disappointed! She hasn't learned a thing in prison and her character is horrible. Sad season ending.",132
1,If you say it's by Sony then send one by Sony. If I wanted Chinatown quality I'd take the train to Chinatown.,109
1,"US Army Band and Chorus should have skipped this gig. Unfortunaly, these tunes are not well known and not very moving in terms of patriotism.It was release while the US Army and Marine Corps were fighting in Afghanistan and Iraq with no end in site.The Army has a department called Psyops. It pushes patriotism. To say it has failed with this album is putting it very mildly.",375
1,This is the first kitchenaid product that I have purchased that is not up to standard. The price is absorbant and the operation is to say the least laboring. You would do better to buy Batali's wheel and cutter for less than $15.00 than to pay $149.00 for this item. I have the rest of the pasta attachments for the kitchenaid and they work fantastic. I would of sent this product back but they wanted and outrageous restocking fee.,432
1,You think Amazon would check on this before they match up the products. I like the MP3 player. Wish it came with a 3.5mm to 3.5mm cable to plug into my car.,156
